Club,Ball,Club Speed,Attack Angle,Club Path,Low Point,Swing Plane,Swing Direction,Dyn. Loft,Face Angle,Face To Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Spin Rate,Spin Axis,Impact Height,Impact Offset,Spin_Loft,V_Loft,Gear_Factor
5 Iron,Tour,86.687,-2.894,-0.664,-0.45,54.452,-2.832,20.548,3.245,-1.396,119.783,1.382,14.426,2.586,4646.890867241366,-3.577696356410267,3.054,-0.209,23.442,2807.953086,71.59186799999999
5 Iron,Practice,97.591,-2.74,-2.561,-1.196,50.966,0.07,20.427,1.184,-0.794,132.773,1.361,14.639,-0.017,4874.52204960624,-2.2879390267000046,-3.069,0.85,23.167,3075.952091,-71.099523
5 Iron,Premium,65.891,-4.631,-1.252,-0.873,52.166,-1.172,21.87,1.656,-0.057,90.923,1.38,14.385,-2.207,5113.020772472563,-0.4367666867106111,3.475,1.208,26.501,2409.550423,92.090975
5 Iron,Practice,68.672,-4.423,0.186,-0.83,52.663,0.319,23.165,-1.972,-0.772,94.38,1.374,15.335,1.752,4839.323575800752,-1.6308490631761876,1.394,0.211,27.588,2603.75544,38.457672
5 Iron,Standard,62.898,-3.477,1.408,-0.836,52.248,-1.718,23.103,-2.729,0.72,87.97,1.399,15.877,2.023,5077.443186967471,1.6252463151090508,1.019,-0.345,26.580000000000002,2338.2426,27.08502
5 Iron,Practice,74.604,-4.175,0.693,-0.716,46.333,4.078,20.429,4.211,1.162,101.492,1.36,13.858,0.472,4345.728901553611,3.2798750885631267,2.924,-1.626,24.604,2497.109168,71.94209599999999
5 Iron,Tour,63.177,-3.143,2.956,-2.512,55.753,-1.146,22.118,0.201,0.371,85.407,1.352,15.273,2.111,5357.116459999855,1.070436760900213,-0.878,-0.544,25.261,2157.466227,-22.179158
5 Iron,Premium,88.948,-3.442,-2.502,-1.421,53.081,2.0,21.62,-0.797,-1.108,121.807,1.369,15.01,1.921,5015.174613913411,-2.988333525773317,0.536,1.835,25.062,3052.727034,13.433232000000002
5 Iron,Standard,85.113,-2.136,0.978,-0.807,48.749,1.114,23.103,-0.411,0.075,117.491,1.38,16.206,-2.282,4832.869024232666,-0.0356251438090545,1.052,0.523,25.239,2965.355349,26.551428
5 Iron,Standard,68.833,-4.528,-2.288,-0.776,56.427,1.828,21.127,-0.086,0.561,95.415,1.386,14.372,0.497,4854.552459450532,2.1739973688573717,2.38,-4.924,25.654999999999998,2447.8718249999997,61.058899999999994
5 Iron,Tour,95.054,-3.393,-0.83,-0.179,59.886,0.627,21.042,-0.082,0.467,132.274,1.392,13.898,-1.318,5402.068838126234,1.159121324575663,1.263,-0.236,24.435000000000002,3232.1151900000004,30.861405
5 Iron,Practice,74.46,-3.879,-0.339,0.246,57.886,-0.797,21.982,0.78,-1.228,102.024,1.37,14.612,0.995,4906.602084300412,-2.849597453718183,-2.724,-0.974,25.861,2638.442664,-70.44536400000001
5 Iron,Tour,95.698,-3.726,0.801,-1.7,53.442,-0.254,20.042,-1.557,2.338,131.913,1.378,14.022,-0.169,5134.774006603097,5.092416218515858,3.287,3.13,23.768,3135.3081840000004,78.125416
5 Iron,Tour,86.086,-2.509,1.016,-0.778,58.788,0.586,21.696,0.377,0.968,118.431,1.376,15.411,-0.814,4973.471282127613,1.9476147607928715,0.712,1.675,24.205000000000002,2866.622355,17.23396
5 Iron,Practice,88.401,-3.803,-0.335,-1.194,43.239,-1.22,22.166,-1.753,0.167,121.034,1.369,15.452,-1.323,4801.150789487705,0.0123180086865224,-1.161,1.815,25.969,3143.1319460000004,-30.150009
5 Iron,Premium,86.787,-3.718,-1.842,-2.137,53.099,-1.586,20.74,-1.709,-1.228,121.039,1.395,14.199,0.364,4876.122421215519,-2.7285459566014416,1.579,-1.246,24.458,2960.371862,38.619181999999995
5 Iron,Tour,79.688,-4.319,-1.503,-1.906,56.563,2.26,21.219,-0.01,-1.362,110.424,1.386,13.424,0.711,5125.460496221601,-2.7866645169674173,1.712,-2.202,25.538,2820.008112,43.721056
5 Iron,Practice,85.497,-3.129,-0.085,0.184,45.855,1.093,21.729,-0.346,0.178,116.823,1.366,14.793,0.156,4336.077220957161,1.0713136967699854,2.763,-3.42,24.858,2903.9861339999998,68.682654
5 Iron,Standard,73.669,-2.991,-1.035,-0.566,51.484,1.665,22.487,0.762,1.623,100.953,1.37,15.952,-1.84,5122.035740260858,3.5782426365694437,-2.307,0.153,25.477999999999998,2572.0805339999997,-58.77774599999999
5 Iron,Practice,63.453,-2.9,-0.109,-0.733,49.04,1.32,22.267,0.415,-0.362,88.316,1.392,14.585,-1.201,4483.811825548417,-0.3410847341088127,2.579,-2.229,25.166999999999998,2222.648772,64.905693
5 Iron,Practice,84.019,-2.324,-2.117,-1.281,49.566,-0.46,19.61,-2.13,-1.582,115.756,1.378,13.283,1.73,3943.6289933418993,-3.950736582999805,2.314,-1.351,21.933999999999997,2538.992104,50.755275999999995
5 Iron,Standard,88.599,-3.738,-0.364,0.032,48.371,-4.023,21.258,-1.403,0.298,120.236,1.357,14.161,-1.84,4980.417760909748,0.8317531393752317,-1.349,-0.448,24.996,3005.4190559999997,-33.719604
5 Iron,Standard,88.103,-2.998,2.367,-0.511,54.188,1.423,22.096,-1.417,0.434,123.166,1.398,15.563,0.974,5140.458431881514,1.6111634811343432,2.531,-2.597,25.094,3090.727604,63.51291400000001
5 Iron,Premium,66.137,-2.784,1.883,-1.512,52.598,2.836,22.422,0.204,0.513,91.181,1.379,15.763,0.942,5147.916271945875,0.602952033793084,0.769,2.773,25.206,2298.308286,19.383414
5 Iron,Standard,88.63,-3.974,0.385,-2.238,45.526,-3.907,22.607,0.427,0.627,122.399,1.381,16.312,-0.634,4953.929282015839,1.818581521547995,2.24,-2.093,26.581,3253.487819,59.54144
5 Iron,Premium,86.782,-3.127,0.239,-0.132,58.811,1.415,22.415,-1.574,-0.699,119.272,1.374,15.536,1.502,4929.970708906613,-2.6359829155585706,3.015,5.046,25.541999999999998,3046.445424,77.00913
5 Iron,Premium,70.342,-2.043,-1.077,-2.336,55.503,-0.776,23.109,1.16,0.3,97.04,1.38,15.955,1.298,5085.206965054459,1.19918496544168,0.215,-2.684,25.152,2440.7500800000003,5.40768
5 Iron,Practice,71.654,-2.059,1.941,0.724,43.196,1.641,23.729,-2.337,-1.737,97.259,1.357,16.121,-0.422,4430.061163614403,-4.15385590897026,4.226,0.784,25.788,2508.115092,108.980088
5 Iron,Tour,89.813,-4.465,-0.426,-1.532,55.357,-0.312,21.487,-0.123,0.243,121.515,1.353,13.618,-0.318,5524.814519233914,-0.566891793151572,-2.576,5.278,25.951999999999998,3153.55728,-66.852352
5 Iron,Tour,73.792,-4.763,-2.829,-2.423,46.905,0.606,21.008,-0.241,-1.646,101.901,1.381,14.222,1.677,5261.9719482497785,-4.15581452080624,0.669,1.047,25.771,2626.090671,17.240799000000003
5 Iron,Standard,71.646,-4.009,-1.286,-1.75,48.056,0.382,21.724,0.856,-0.012,99.041,1.382,14.867,-2.32,5418.848346074949,-0.3437616291558173,-5.328,1.46,25.733,2548.622053,-137.105424
5 Iron,Premium,78.801,-2.331,1.531,-0.221,56.239,-0.534,20.226,-0.253,0.752,107.87,1.369,14.422,-0.435,5006.778429644683,2.069474911477585,-4.57,-0.894,22.557,2433.22359,-103.08549
5 Iron,Standard,87.739,-5.496,3.129,0.124,50.395,0.732,21.32,1.225,-0.352,118.996,1.356,14.118,0.178,4980.061648810325,-1.5501418828674791,2.198,3.25,26.816000000000003,3190.996736,58.941568000000004
5 Iron,Standard,95.777,-3.656,0.258,-1.19,55.27,-2.762,22.43,-0.04,-0.176,133.801,1.397,15.611,-0.898,5522.3706452679,-0.3981156000595094,0.089,-0.764,26.086,3490.3328859999997,2.3216539999999997
5 Iron,Standard,64.698,-2.757,0.62,-1.245,45.187,-0.691,21.943,-1.179,-1.158,89.411,1.382,15.05,-2.336,5070.984024565385,-2.610991403721828,-2.72,-1.109,24.700000000000003,2208.4517,-67.18400000000001
5 Iron,Standard,78.716,-3.506,0.921,-1.756,49.655,-1.47,22.611,-2.271,-0.132,106.411,1.352,15.725,-2.196,4517.26712467817,-0.1714237195578057,7.119,-0.468,26.117,2779.1360870000003,185.926923
5 Iron,Premium,95.493,-3.916,-1.166,-0.725,52.079,-3.501,20.966,-2.081,-0.279,132.017,1.382,13.853,-1.963,5340.933823506691,-0.5600954100597552,2.136,-0.169,24.882,3284.846994,53.147952000000004
5 Iron,Standard,88.287,-2.463,-0.494,-0.373,53.776,-0.639,20.901,0.594,-0.09,122.034,1.382,13.569,-1.601,4736.373148006757,-1.5005670359533596,-1.962,6.409,23.364,2851.202376,-45.840168
5 Iron,Tour,67.69,-2.866,-0.314,-1.041,53.412,1.594,22.134,-0.474,1.092,94.07,1.39,15.988,0.632,4868.210581638548,1.7389501194426,4.46,3.455,25.0,2351.75,111.5
5 Iron,Standard,64.146,-2.969,0.407,-1.478,57.551,-0.675,22.379,0.523,-1.715,88.456,1.379,15.301,0.259,4924.3814080569,-4.939609757736241,0.547,4.754,25.348000000000003,2242.1826880000003,13.865356000000002
5 Iron,Premium,73.405,-3.827,-2.517,-1.21,51.3,-2.079,20.102,-0.054,-0.057,101.544,1.383,13.155,-2.889,5025.163160344848,0.6630469790878663,-1.333,-4.19,23.929000000000002,2429.846376,-31.897357000000003
5 Iron,Practice,89.914,-3.514,-1.119,-2.062,53.76,0.658,22.563,-0.861,-0.276,124.708,1.387,15.962,1.076,5199.05793383331,-0.415481114967568,-0.46,-1.02,26.076999999999998,3252.010516,-11.99542
5 Iron,Tour,74.381,-2.855,0.367,-0.793,53.82,2.801,20.748,0.513,-1.357,104.343,1.403,14.326,0.231,5042.4683048578245,-2.614599162725189,-0.542,-4.26,23.603,2462.8078290000003,-12.792826000000002
5 Iron,Premium,91.665,-2.907,0.901,0.143,57.028,-1.085,21.54,3.064,0.466,126.169,1.376,15.462,0.631,5992.342305710424,0.7189131860667873,-6.484,1.072,24.447,3084.4535429999996,-158.51434799999998
5 Iron,Tour,66.708,-4.6,-0.898,-0.552,51.511,-1.686,20.614,1.327,0.153,92.97,1.394,14.247,2.275,5545.953527897816,-0.2709696205938469,-3.371,2.745,25.214,2344.14558,-84.996394
5 Iron,Standard,77.806,-3.342,-2.473,-0.288,49.358,0.22,22.102,0.525,0.49,106.174,1.365,15.162,0.714,4949.4976533328,1.1466074711139598,0.424,-0.693,25.444,2701.4912560000002,10.788255999999999
5 Iron,Tour,85.212,-4.05,0.015,-0.73,53.186,2.223,22.425,1.002,0.09,116.985,1.373,15.606,0.378,5554.407816743547,-1.2869618958922924,-1.394,8.272,26.475,3097.1778750000003,-36.90615
5 Iron,Tour,72.823,-4.764,-1.006,-0.183,53.08,-3.503,21.161,-1.661,-1.156,99.745,1.37,14.172,-1.324,5119.446940702204,-2.6532178620321294,2.968,0.404,25.925,2585.889125,76.9454
5 Iron,Standard,69.73,-3.521,0.614,-0.973,45.069,-0.447,22.703,0.178,0.736,96.815,1.388,15.28,-0.336,5387.0350968223,2.4348134941067228,-3.637,-3.248,26.224,2538.87656,-95.376688
5 Iron,Tour,86.932,-4.127,-0.781,-0.572,55.74,-1.585,21.851,-1.324,1.164,118.762,1.366,14.939,0.359,5317.815610827831,2.4969851650762704,0.581,0.962,25.977999999999998,3085.199236,15.093217999999998
5 Iron,Standard,64.534,-3.593,-0.752,-1.366,55.143,-0.343,23.516,1.184,1.535,88.958,1.378,17.438,-1.658,4923.923374133281,3.945286302461121,4.69,-2.509,27.108999999999998,2411.562422,127.14121
5 Iron,Premium,72.951,-2.533,-0.137,-0.73,52.06,-6.002,22.246,1.269,-0.188,100.433,1.377,15.499,-0.531,4731.533957131688,-1.6955608446847392,4.382,5.162,24.779,2488.629307,108.581578
5 Iron,Standard,97.91,-3.176,2.466,-0.429,58.664,-0.175,20.072,3.068,-0.039,136.409,1.393,13.832,0.616,4866.728862467043,-0.2227191292906236,1.391,0.112,23.247999999999998,3171.2364319999997,32.337968
5 Iron,Standard,66.386,-3.217,-1.203,-1.057,55.212,-0.95,22.943,0.048,-1.025,89.375,1.346,17.019,0.625,5391.258113182547,-2.3184547968550717,-3.804,0.021,26.16,2338.05,-99.51263999999999
5 Iron,Premium,69.133,-3.992,-1.547,-1.682,43.857,1.997,17.574,1.469,1.026,95.188,1.377,13.022,-0.887,4520.919115442317,2.541828152036892,0.206,0.802,21.566000000000003,2052.8244080000004,4.442596
5 Iron,Standard,80.347,-2.966,4.638,-1.38,46.6,2.006,23.957,-3.194,2.077,110.854,1.38,16.44,0.185,5128.906041097521,2.8144936417045434,0.859,8.61,26.923000000000002,2984.522242,23.126857
5 Iron,Tour,69.436,-3.823,1.162,-0.202,48.3,-4.972,22.623,0.062,0.225,97.631,1.406,14.938,1.184,5056.855446546044,0.5475804240181759,5.154,-0.005,26.446,2581.949426,136.302684
5 Iron,Tour,91.961,-3.423,-0.793,-0.141,50.211,-0.882,20.059,-2.602,0.114,126.358,1.374,13.244,1.971,5420.926057468034,0.710805427680817,-0.922,-2.009,23.482,2967.138556,-21.650404
5 Iron,Standard,70.033,-3.759,-0.778,-1.917,54.992,0.226,23.594,-0.334,-0.634,97.085,1.386,16.073,3.063,5231.874339621056,-1.7229840372402432,1.077,0.823,27.353,2655.566005,29.459181
5 Iron,Premium,73.352,-3.344,-1.217,-1.28,58.08,1.371,22.136,3.32,-0.239,102.716,1.4,14.116,1.464,4667.0223764379025,-0.3042518862292291,6.252,-1.431,25.48,2617.20368,159.30096
5 Iron,Standard,69.921,-2.591,-1.916,-1.901,48.434,2.5,24.795,-0.416,-1.99,97.547,1.395,16.567,-0.755,5114.914064294616,-3.544265802749497,2.204,-3.403,27.386000000000003,2671.4221420000003,60.35874400000001
5 Iron,Practice,85.679,-1.565,-1.09,-1.2,42.578,-0.849,20.401,-0.562,-0.322,117.924,1.376,14.877,-0.215,4161.835100819781,0.027267702853779,-1.694,-4.224,21.966,2590.318584,-37.210404000000004
5 Iron,Standard,96.604,-3.01,-0.376,-1.004,51.353,-0.506,20.854,-0.138,-0.427,133.58,1.383,14.33,-1.617,4968.9757763537455,-1.7518469878929632,1.936,2.332,23.863999999999997,3187.75312,46.200703999999995
5 Iron,Tour,76.158,-4.031,-2.155,-0.535,60.992,-4.637,22.389,-0.902,-0.011,103.59,1.36,15.169,1.678,5198.9922375584665,0.643275629213286,3.092,-2.573,26.419999999999998,2736.8478,81.69064
5 Iron,Premium,96.057,-5.125,-0.336,-0.694,48.318,-4.229,20.68,1.714,-0.881,136.137,1.417,13.154,-1.518,5631.898525031966,-2.5362239322722804,0.377,2.864,25.805,3513.015285,9.728485
5 Iron,Standard,73.939,-3.474,-0.673,-1.146,44.961,-0.086,24.108,-1.285,-0.992,102.167,1.382,16.342,-2.12,5644.292991560947,-2.690047989438549,-4.206,1.524,27.582,2817.970194,-116.00989200000001
5 Iron,Practice,86.851,-3.429,0.869,-0.663,46.516,2.823,20.126,-0.914,-0.186,121.73,1.402,14.71,-1.011,4231.27644412296,-1.3726763313959534,1.665,3.957,23.555,2867.35015,39.219075000000004
5 Iron,Standard,71.578,-4.571,0.564,-2.426,54.732,-0.198,23.318,0.443,0.015,98.62,1.378,16.383,0.287,4652.810396778752,0.97764611371357,8.51,-4.543,27.889000000000003,2750.4131800000005,237.33539000000002
5 Iron,Tour,82.418,-2.559,-0.251,-0.132,50.294,-0.873,21.674,-1.78,-0.856,114.666,1.391,15.226,0.35,4829.089784906874,-2.8752932545367544,3.043,3.944,24.233,2778.701178,73.74101900000001
5 Iron,Standard,62.712,-3.656,0.361,-1.727,51.219,-0.259,21.375,2.141,-0.843,86.287,1.376,14.486,2.984,4906.722169153954,-2.627726281213979,0.206,3.044,25.031,2159.849897,5.1563859999999995
5 Iron,Tour,93.333,-4.276,1.551,-0.645,48.387,2.353,22.308,1.598,-0.084,128.948,1.382,16.327,0.149,5419.518223629449,-0.0654172597422594,6.002,-0.837,26.584,3427.953632,159.557168
5 Iron,Standard,75.326,-2.656,-0.727,-0.841,49.187,-0.765,22.877,-1.27,-1.742,103.285,1.371,15.873,-0.243,5335.414682986443,-3.944932854402939,-4.659,0.028,25.532999999999998,2637.1759049999996,-118.95824699999999
5 Iron,Practice,94.611,-2.992,2.059,-1.107,45.996,-1.875,19.726,-1.199,-1.493,130.193,1.376,13.116,2.44,4186.586247020965,-3.9528442744750016,6.382,0.787,22.718,2957.7245740000003,144.986276
5 Iron,Standard,68.054,-3.423,0.156,-0.911,54.398,-4.593,20.153,0.294,1.108,94.308,1.386,13.005,3.438,4748.3337704407195,3.1163977871481245,-0.799,-1.457,23.576,2223.405408,-18.837224000000003
5 Iron,Practice,70.623,-3.558,-0.864,-2.177,58.232,2.021,22.454,0.653,0.685,99.197,1.405,16.926,1.449,5192.638829244149,1.660973649885768,-6.499,-0.068,26.012,2580.3123640000003,-169.051988
5 Iron,Practice,66.998,-2.182,-3.835,-1.674,50.541,2.294,20.957,-1.1,-1.563,93.361,1.393,15.697,-0.853,4284.7721031007495,-2.956152106599193,0.27,-4.972,23.139,2160.280179,6.24753
5 Iron,Standard,67.725,-3.401,-1.31,-1.339,48.839,-3.123,22.675,0.653,-1.753,93.235,1.377,15.17,3.18,5459.204810905191,-5.074094750416673,-4.977,5.42,26.076,2431.19586,-129.78025200000002
5 Iron,Tour,62.39,-2.846,2.642,-1.43,54.197,0.766,21.427,-2.33,-0.978,87.249,1.398,14.34,-0.355,5031.372412909877,-3.3344457081791523,1.176,4.584,24.273,2117.794977,28.545047999999998
5 Iron,Practice,82.705,-3.626,-1.069,-0.097,53.077,-0.776,21.301,-0.886,-0.471,111.438,1.347,14.522,1.532,4331.487274357755,-0.7564767868608135,3.085,-1.502,24.927,2777.815026,76.899795
5 Iron,Practice,83.424,-3.488,1.104,-1.682,53.213,-1.264,20.811,0.716,0.853,116.501,1.396,13.686,0.227,4429.524851650288,2.061056664401765,0.301,-0.21,24.299,2830.857799,7.313999
5 Iron,Tour,80.236,-3.032,-1.669,-1.43,56.7,-0.003,23.082,-1.862,-0.562,113.488,1.414,16.615,-1.311,5337.022492199065,-1.0279606342579748,0.321,-1.307,26.114,2963.625632,8.382594000000001
5 Iron,Practice,63.405,-4.446,0.505,-0.115,55.735,0.846,22.237,-1.225,-0.197,88.286,1.392,15.162,-1.286,4731.503872755296,0.8693644232553798,1.18,-5.446,26.683,2355.735338,31.48594
5 Iron,Standard,83.902,-4.031,0.341,-0.518,47.2,-0.058,22.046,-1.979,0.466,116.786,1.392,14.879,2.524,4870.16361246191,0.7270464585573875,2.331,3.051,26.076999999999998,3045.4285219999997,60.785486999999996
5 Iron,Premium,88.845,-3.899,1.224,-0.841,53.996,3.108,21.261,1.997,0.223,124.131,1.397,14.796,-1.295,5692.685376535079,1.1290239005928118,-1.347,-2.791,25.16,3123.13596,-33.89052
5 Iron,Tour,81.045,-4.498,-1.742,-1.32,47.176,3.526,22.215,1.033,-0.86,110.742,1.366,14.419,1.17,5862.944459206004,-1.553930217998006,-4.733,-1.94,26.713,2958.2510460000003,-126.43262899999999
5 Iron,Practice,67.92,-3.766,-1.928,-1.418,59.67,1.841,24.193,0.67,0.991,93.925,1.383,16.984,-1.911,5352.50011472334,2.2874491827437606,-4.623,-1.082,27.959000000000003,2626.0490750000004,-129.25445700000003
5 Iron,Tour,93.41,-2.339,2.639,-2.875,54.366,0.272,21.043,0.907,-0.283,125.64,1.345,14.832,2.753,5553.83924017718,-0.9055206964587404,-2.519,0.429,23.381999999999998,2937.7144799999996,-58.899257999999996
5 Iron,Practice,93.669,-4.633,-0.231,-1.993,51.77,3.473,20.686,-0.828,-1.194,130.901,1.397,13.809,1.591,4450.007982716158,-2.377180611292273,7.884,-2.242,25.319,3314.282419,199.614996
5 Iron,Premium,86.933,-2.806,3.052,-0.95,48.381,2.554,23.297,2.865,-0.39,119.802,1.378,16.428,0.619,5609.341385882389,-1.7800181823835393,-4.093,4.573,26.103,3127.1916060000003,-106.839579
5 Iron,Standard,83.991,-3.9,1.01,-1.252,50.719,-0.475,23.277,1.385,-0.659,115.784,1.379,15.817,-2.488,5386.922098517467,-1.5950836464913043,-2.468,1.114,27.177,3146.661768,-67.072836
5 Iron,Tour,92.082,-3.892,0.043,-2.056,54.868,0.339,20.106,2.447,-0.694,127.612,1.386,13.557,1.184,5394.343033449494,-2.199648668728785,0.64,2.941,23.998,3062.432776,15.358720000000002
5 Iron,Standard,65.465,-4.96,0.516,-1.904,49.676,1.223,23.838,0.991,-1.339,89.777,1.371,16.081,1.319,5517.496771912711,-3.1027340925513816,0.615,1.659,28.798000000000002,2585.3980460000002,17.71077
5 Iron,Premium,96.673,-3.469,-0.156,-1.578,59.231,2.669,20.573,1.741,0.943,134.208,1.388,15.594,-0.924,5552.902268468795,2.0962413206616217,-2.496,1.167,24.042,3226.628736,-60.008832000000005
5 Iron,Standard,65.373,-3.859,-0.142,-0.126,52.046,0.522,21.756,1.072,-0.41,90.106,1.378,14.874,-1.916,4942.030754296174,-0.4616751100749595,1.107,-3.129,25.615000000000002,2308.0651900000003,28.355805
5 Iron,Premium,82.125,-2.396,-0.302,-2.433,47.348,2.682,22.463,1.571,0.648,111.285,1.355,15.399,0.994,5167.806316158887,0.8723882318492295,-1.64,3.19,24.859,2766.4338150000003,-40.76876
5 Iron,Tour,87.819,-3.76,0.761,-2.019,53.65,-1.842,20.549,1.395,-0.441,122.867,1.399,14.247,2.055,5688.070233305728,-0.353957061011949,-1.954,-3.994,24.308999999999997,2986.773903,-47.49978599999999
5 Iron,Practice,63.065,-3.314,-0.054,0.004,52.241,1.94,23.549,0.101,1.485,84.323,1.337,16.279,-0.846,4949.528644416756,2.529520992584035,-0.252,4.253,26.863,2265.168749,-6.769476
5 Iron,Standard,62.936,-2.646,0.076,-1.72,49.982,-1.473,24.03,0.564,0.094,86.665,1.377,17.185,-1.146,5117.001096792402,1.6557029792460072,0.923,-6.62,26.676000000000002,2311.8755400000005,24.621948000000003
5 Iron,Standard,92.858,-3.427,2.817,-0.44,49.8,-1.25,21.351,-1.074,-1.707,127.38,1.372,14.935,-1.882,5152.003829069512,-3.3703457946329007,1.933,-3.423,24.778,3156.2216399999998,47.895874
5 Iron,Practice,66.025,-2.393,-2.69,-2.053,41.757,1.85,21.917,-0.718,0.663,91.64,1.388,15.24,-1.113,4715.149602986499,1.7838517983474136,-2.843,-1.67,24.310000000000002,2227.7684000000004,-69.11333
5 Iron,Premium,88.394,-3.811,0.508,-1.106,49.787,-1.549,20.236,0.696,1.235,122.192,1.382,13.7,-2.607,4777.304926388561,2.152877952583408,1.094,3.514,24.047,2938.351024,26.307418000000002
5 Iron,Standard,72.24,-3.972,-0.954,-2.097,52.922,-0.702,23.53,-0.787,-2.896,98.661,1.366,16.433,1.679,4967.258097213463,-6.230490286667305,4.375,0.056,27.502000000000002,2713.374822,120.32125
5 Iron,Premium,94.01,-3.813,-1.484,-0.055,52.743,2.816,22.149,-0.924,-0.321,131.474,1.399,15.339,-1.638,5080.534583112699,-1.119916744401,7.344,1.743,25.962,3413.3279879999996,190.664928
5 Iron,Standard,76.931,-3.322,-2.705,-0.934,50.289,-0.529,22.457,2.936,-0.184,105.636,1.373,15.369,-1.057,4948.6666930422025,-1.0149063305662016,0.48,2.531,25.779,2723.190444,12.37392
5 Iron,Tour,95.133,-3.998,2.685,-0.023,52.612,-1.491,21.777,0.882,0.187,130.302,1.37,14.626,2.864,6025.299309387761,0.1549278195270822,-2.273,0.847,25.775000000000002,3358.53405,-58.58657500000001
5 Iron,Standard,91.606,-4.573,-2.487,-0.993,40.882,4.003,20.285,-0.805,-0.738,125.593,1.371,13.973,1.39,5159.807749991208,-2.242115144258612,1.805,2.984,24.858,3121.9907940000003,44.86869
5 Iron,Standard,89.804,-3.294,-0.026,-0.099,52.937,-2.978,21.364,2.982,2.502,124.779,1.389,14.981,-1.104,5008.077591500141,5.526030016673942,3.341,2.743,24.658,3076.800582,82.382378
5 Iron,Tour,95.799,-3.015,-1.614,-1.812,53.707,-5.752,20.236,3.265,-0.304,133.733,1.396,14.054,1.181,5285.930015727435,0.127327567754291,0.287,-4.523,23.251,3109.425983,6.673037
5 Iron,Premium,95.972,-3.955,0.025,-1.271,50.051,1.261,21.105,-0.823,-0.543,133.032,1.386,14.017,1.009,5360.516085675885,-2.4303492892403464,1.703,5.826,25.060000000000002,3333.7819200000004,42.67718000000001
5 Iron,Standard,93.082,-2.954,2.347,-2.202,49.54,3.446,21.988,-0.351,0.224,126.963,1.364,14.704,-0.68,5534.274739525539,-0.4010570535565483,-2.794,3.661,24.942,3166.7111459999996,-69.687948
5 Iron,Premium,70.366,-2.623,1.025,-1.487,46.118,-1.646,23.204,0.239,1.204,96.726,1.375,16.474,-0.3,5512.00375251203,2.7404813874739924,-3.423,-0.048,25.827,2498.142402,-88.405821
5 Iron,Practice,65.384,-5.048,-1.896,-1.754,51.698,-2.844,23.048,-0.397,-0.242,91.192,1.395,15.157,-1.078,4997.463082559718,-1.4454843748428732,0.926,4.196,28.095999999999997,2562.1304319999995,26.016896
5 Iron,Premium,87.329,-3.423,-0.683,-0.129,48.238,0.387,24.483,0.058,-0.607,122.604,1.404,16.426,-0.122,6062.343845837559,-1.1126741682658077,0.269,-0.041,27.906,3421.3872239999996,7.5067140000000006
5 Iron,Tour,69.069,-4.56,1.595,-1.424,55.758,2.26,21.447,-0.004,-0.007,95.628,1.385,14.187,2.193,5568.4021491738795,-0.0752626986709859,-1.964,-0.011,26.006999999999998,2486.9973959999998,-51.07774799999999
5 Iron,Standard,91.595,-3.065,1.91,-0.436,49.68,-1.13,20.679,1.765,0.856,125.913,1.375,14.06,-0.22,5670.539585221504,1.119457283352567,-7.355,4.385,23.744,2989.678272,-174.63712
5 Iron,Tour,71.718,-4.599,0.276,-1.121,45.282,0.461,23.505,1.199,1.112,98.104,1.368,16.176,0.372,6179.598122854172,2.685797924445239,-4.796,-1.289,28.104,2757.114816,-134.786784
5 Iron,Practice,69.065,-3.102,0.983,-1.601,46.646,1.931,23.023,-0.271,0.12,94.347,1.366,15.998,2.214,4614.027837231961,0.9712843331600663,2.34,-4.153,26.125,2464.8153749999997,61.13249999999999
5 Iron,Practice,84.815,-2.914,-2.256,-1.145,46.267,-4.386,21.215,-0.658,-0.106,114.22,1.347,15.031,1.703,4535.994878022734,-0.9405472922843304,-2.179,3.194,24.129,2756.01438,-52.577090999999996
5 Iron,Premium,67.979,-1.403,-1.021,-0.355,51.91,2.25,20.459,-0.478,0.197,94.729,1.394,13.745,-0.808,4037.5253495028455,1.037619575150726,8.388,-2.908,21.862,2070.965398,183.37845599999997
5 Iron,Tour,66.7,-4.387,0.057,-0.286,48.332,1.602,22.018,-0.038,0.832,93.032,1.395,14.868,-1.143,5299.3729821403385,1.0904257979066618,1.983,4.212,26.405,2456.50996,52.361115000000005
5 Iron,Practice,73.102,-4.018,-2.32,-1.109,49.553,-0.007,21.811,2.601,2.041,101.865,1.393,15.047,1.435,4731.971717544316,4.92334333425409,-0.415,-0.951,25.829,2631.071085,-10.719035
5 Iron,Practice,97.377,-3.326,0.329,-0.756,55.324,-2.676,20.67,0.484,0.286,133.14,1.367,14.372,2.008,4436.190952259576,0.7442061503269983,4.775,-1.082,23.996000000000002,3194.82744,114.58090000000001
5 Iron,Practice,65.888,-2.811,1.851,-1.353,50.94,2.555,20.099,-2.117,-0.828,90.614,1.375,14.289,-0.365,4337.28815763212,-1.4898328123031126,-0.709,-3.88,22.91,2075.9667400000003,-16.24319
5 Iron,Tour,77.46,-3.461,-0.904,-1.895,50.399,-4.19,21.53,0.15,1.177,108.697,1.403,15.366,-1.764,5456.557752097686,2.151706901818087,-2.784,2.676,24.991,2716.446727,-69.57494399999999
